user_id,posts_per_week,likes_per_week,comments_per_week,shares_per_week,followers,following,avg_session_minutes,active_days_per_week,night_activity_ratio,video_watch_minutes,purchase_clicks_per_week,cluster,cluster_name,pca_1,pca_2
U100916,4,263,70,62,2161,1107,106.9,7,0.367,683.1,9,1,Content Creator,2.1734204451794135,1.7567262523813967
U100917,6,556,104,43,1606,873,77.2,5,0.277,510.7,4,1,Content Creator,1.8408650167194018,-1.1157433675483766
U100918,8,551,125,81,1016,1164,96.4,6,0.589,721.5,8,1,Content Creator,4.239355274409209,0.232460011495577
U100919,3,300,50,53,3186,575,36.1,1,0.181,317.7,3,3,Interactive User,-1.7792619673293706,-2.4779880795205673
U100920,3,263,72,19,890,674,56.8,2,0.208,463.1,12,2,Low-frequency Browser,-1.399408206992904,-0.14364118797012168
U100921,4,328,54,50,814,583,78.7,3,0.606,550.3,6,0,Night Owl,-0.5268204458207907,0.5164118041992115
U100922,4,287,37,36,1404,798,68.3,4,0.422,598.2,8,0,Night Owl,-0.520937942878947,0.7028833004860319
U100923,7,455,83,70,3432,697,90.0,3,0.477,698.9,15,1,Content Creator,2.4420291680842228,0.06945212391502906
U100924,4,327,69,42,1168,686,71.2,3,0.77,591.4,5,0,Night Owl,-0.34991948812646084,0.4766385067153452
U100925,7,472,119,74,1060,1377,100.9,6,0.497,594.5,9,1,Content Creator,3.905797994422556,0.3623337174786513
U100926,6,575,115,72,4449,1195,62.3,4,0.617,120.0,7,3,Interactive User,2.8287382025444687,-2.9551358610551066
U100927,5,385,87,24,2265,817,71.0,4,0.609,575.7,6,3,Interactive User,0.5418705349869717,-0.04200568507216081
U100928,2,272,46,48,951,815,88.0,3,0.555,781.0,8,0,Night Owl,-0.314918424974684,1.9133662407641916
U100929,4,409,82,36,2279,1043,72.9,4,0.795,299.5,8,3,Interactive User,0.7422431676666652,-0.33095592814205926
U100930,6,469,112,45,2015,853,72.4,3,0.727,227.2,5,3,Interactive User,1.0281461183347504,-1.6511907650726432
U100931,4,379,73,85,2735,893,98.6,5,0.382,496.3,13,1,Content Creator,2.2254047281609655,0.4298764657788376
U100932,1,171,44,27,502,939,71.0,6,0.588,779.5,4,0,Night Owl,-0.8847777197480045,2.347898059149564
U100933,4,376,73,53,1134,1077,80.6,6,0.457,465.0,12,1,Content Creator,1.4914861220781264,0.7146592196345648
U100934,4,257,58,50,1838,585,58.6,4,0.247,347.2,5,3,Interactive User,-0.8814091242428316,-1.0006610765805222
U100935,3,250,56,43,794,765,78.4,5,0.527,376.7,7,0,Night Owl,-0.5090705854711419,0.6458493312870104
U100936,2,293,58,30,1707,379,34.5,2,0.292,406.2,6,2,Low-frequency Browser,-2.353288900508151,-1.2645843185158676
U100937,4,444,87,76,4449,670,61.4,4,0.572,594.6,5,3,Interactive User,1.5094514320184058,-1.2145545007377754
U100938,4,278,65,34,1281,1135,52.7,6,0.251,180.4,6,3,Interactive User,-0.15191645053792222,-1.0010772062368356
U100939,6,469,101,44,2242,1170,84.4,5,0.696,752.3,16,1,Content Creator,3.0189840329842843,1.2030077189468287
U100940,5,386,79,53,2896,475,93.6,4,0.881,555.4,6,0,Night Owl,0.9041213776480673,0.42437270762394835
U100941,5,486,91,48,4449,781,88.3,6,0.844,673.7,6,1,Content Creator,2.496302059585957,0.3177840743905579
U100942,6,656,150,104,4449,1287,56.5,4,0.185,446.7,10,1,Content Creator,4.598207275580253,-3.2112883381184956
U100943,2,319,80,69,1133,1008,90.2,6,0.273,729.8,6,0,Night Owl,1.4290979459407787,1.2171450283650262
U100944,2,192,32,35,555,806,86.8,5,0.485,495.3,10,0,Night Owl,-0.8977060479301169,1.890618073005289
U100945,0,74,25,42,1328,661,55.4,3,0.457,507.8,5,2,Low-frequency Browser,-2.6872620602829214,0.8424981706580604
U100946,2,177,46,47,1033,461,41.3,5,0.113,26.7,7,2,Low-frequency Browser,-2.2894383567212477,-1.5047020389377903
U100947,0,139,24,25,2358,429,32.8,1,0.648,60.3,5,2,Low-frequency Browser,-4.121036741414929,-1.2576220427418234
U100948,7,467,99,53,4449,691,68.3,5,0.627,348.2,14,1,Content Creator,2.2784315109797784,-1.2628854818541366
U100949,3,211,9,20,432,85,21.7,1,0.335,244.4,7,2,Low-frequency Browser,-4.472432586327464,-1.2816537079765626
U100950,2,207,49,18,980,242,68.6,1,0.545,428.2,9,2,Low-frequency Browser,-2.8098193379378578,0.45482774740766013
U100951,3,371,71,52,1313,873,99.1,5,0.51,507.5,16,0,Night Owl,1.3377619286456504,1.5371382567449963
U100952,2,194,44,69,1280,592,82.4,5,0.228,686.6,12,0,Night Owl,-0.09588361737133562,1.5771057322685875
U100953,2,222,53,9,828,379,53.4,2,0.618,554.5,8,2,Low-frequency Browser,-2.61369675388583,0.6811663900508407
U100954,4,354,51,42,2071,735,60.2,2,0.399,506.3,7,3,Interactive User,-0.6591080236675447,-0.5910074716702904
U100955,0,232,61,35,440,1161,109.4,6,0.624,649.4,4,0,Night Owl,0.23760653094723153,2.774373577776935
U100956,2,257,68,36,245,799,56.7,3,0.632,329.4,7,2,Low-frequency Browser,-1.4305612744058118,0.033892884832308734
U100957,5,321,86,70,437,940,111.0,4,0.51,692.7,5,1,Content Creator,1.5583626012286194,1.2556130638418652
U100958,6,317,75,41,652,945,103.3,4,0.838,520.2,7,0,Night Owl,0.9222672628015922,1.292828763414284
U100959,5,285,90,41,927,657,33.2,5,0.344,138.5,4,3,Interactive User,-0.8820026351205592,-2.1536601851469768
U100960,8,514,105,54,1696,885,110.1,6,0.595,820.1,9,1,Content Creator,3.513466476146813,1.1472767805212056
U100961,2,185,34,12,533,812,89.4,5,0.357,567.3,6,0,Night Owl,-1.3444600988189996,1.8920546320387652
U100962,1,235,55,47,586,518,45.7,2,0.323,304.7,6,2,Low-frequency Browser,-2.4210957727112494,-0.8290994873001983
U100963,5,337,83,36,832,618,92.3,5,0.786,723.3,8,0,Night Owl,0.767995421606477,1.6905709987982105
U100964,3,230,55,78,1496,898,77.6,5,0.654,347.2,9,0,Night Owl,0.3695329253924751,0.5136093818025799
U100965,0,264,50,42,883,696,63.9,2,0.311,513.9,8,2,Low-frequency Browser,-1.7319357671403355,0.4103835780368633
U100966,1,317,68,68,1647,917,63.9,3,0.275,284.6,8,3,Interactive User,-0.33967341144693264,-0.8301430761730203
U100967,5,230,63,30,985,209,78.7,4,0.521,564.4,7,0,Night Owl,-1.1223343203151752,0.7089472579320675
U100968,7,362,67,34,669,664,74.2,6,0.569,532.3,13,0,Night Owl,0.8676089682794426,0.8343424278546795
U100969,3,296,77,57,957,732,70.4,4,0.367,411.1,6,3,Interactive User,-0.20581153696323198,-0.2808756828591135
U100970,3,253,45,45,643,667,99.3,3,0.219,694.7,5,0,Night Owl,-0.647321008591055,1.2923384084110203
U100971,1,101,19,43,1009,715,73.0,3,0.631,630.7,12,0,Night Owl,-1.7806677081457254,2.234226255983949
U100972,2,308,31,40,739,535,82.5,5,0.457,495.2,2,0,Night Owl,-1.2179588732118887,0.8383132055481046
U100973,3,234,80,37,1798,464,70.9,5,0.524,653.9,8,0,Night Owl,-0.3100724864211091,0.9092690897263362
U100974,3,308,70,54,727,437,68.1,3,0.66,733.1,11,0,Night Owl,-0.3945122063308056,1.1763919100196267
U100975,6,334,70,23,704,701,68.9,3,0.703,509.1,2,0,Night Owl,-0.6745380837090686,-0.12032304608259144
U100976,3,305,102,66,1462,1091,84.7,6,0.195,617.8,8,1,Content Creator,1.83248293795049,0.5036068539811844
U100977,2,191,79,44,627,768,46.1,3,0.166,410.4,7,2,Low-frequency Browser,-1.4296409663357443,-0.6766185410321852
U100978,2,265,34,44,790,618,50.1,2,0.21,449.6,18,2,Low-frequency Browser,-1.5678833161849632,0.3334298148216246
U100979,4,379,58,34,4449,748,59.3,3,0.661,424.7,6,3,Interactive User,-0.054441690604630166,-0.9929213537641632
U100980,4,452,97,64,1618,1007,80.9,5,0.398,462.1,16,1,Content Creator,2.2092263291248284,0.1993534535878419
U100981,3,253,40,40,761,561,37.9,2,0.445,112.2,6,2,Low-frequency Browser,-2.6139664119579904,-1.5281897492057892
U100982,4,250,47,59,1036,446,50.0,4,0.424,182.9,3,2,Low-frequency Browser,-1.6364698795637524,-1.3848735666918357
U100983,1,68,47,27,563,545,89.2,5,0.835,412.5,5,0,Night Owl,-1.9906200493428723,2.0928978761134216
U100984,2,116,15,38,660,576,81.1,4,0.592,584.2,4,0,Night Owl,-2.072588630725305,1.8099686436289462
U100985,7,461,104,74,1049,820,98.3,6,0.535,694.9,15,1,Content Creator,3.255560697709378,1.0752620284091812
U100986,2,142,59,44,1285,480,59.6,2,0.426,474.5,3,2,Low-frequency Browser,-2.2221023634561283,-0.1895519140013394
U100987,3,270,64,42,788,698,79.4,6,0.814,396.2,9,0,Night Owl,-0.09036997938699366,1.2522884830551644
U100988,5,363,102,45,568,1123,40.2,3,0.257,244.2,3,3,Interactive User,-0.08627196040969592,-2.288770771159652
U100989,3,291,58,61,885,779,73.3,3,0.588,614.7,7,0,Night Owl,-0.23742401476056002,0.727236079227846
U100990,7,573,123,51,2138,936,110.1,5,0.635,798.1,9,1,Content Creator,3.6744453437694964,0.7723917713064425
U100991,4,328,52,41,696,872,116.9,7,0.633,666.9,10,0,Night Owl,1.37776909794409,2.781887800663528
U100992,7,331,97,66,1268,912,104.2,7,0.51,506.4,7,1,Content Creator,2.4986748195287225,0.6300380483094065
U100993,3,359,74,57,1339,1059,94.0,7,0.345,739.5,9,1,Content Creator,1.9520310727830834,1.6667996771629792
U100994,4,308,89,44,1482,877,71.8,3,0.711,234.7,9,3,Interactive User,0.0017776297298573995,-0.4807094456376819
U100995,5,394,48,24,1318,415,93.4,6,0.338,641.7,12,0,Night Owl,0.386885966901849,1.4440150263654898
U100996,3,299,59,38,536,938,91.8,6,0.595,756.8,2,0,Night Owl,0.3972453155782875,1.9088799045342177
U100997,2,194,39,53,1552,561,74.0,5,0.607,489.5,2,0,Night Owl,-1.1875045952069907,0.7311956207148889
U100998,2,247,59,31,803,709,81.6,3,0.818,434.7,8,0,Night Owl,-1.1383208473101991,1.2109509654931203
U100999,2,294,43,64,1267,709,116.4,6,0.412,658.4,10,0,Night Owl,0.885422361830098,2.3903018641241567
U101000,5,343,58,50,2947,795,53.3,3,0.732,390.9,7,3,Interactive User,-0.0647618824019253,-0.8980683930804715
U101001,7,428,76,44,836,540,63.2,3,0.485,284.1,5,3,Interactive User,-0.20410895560602912,-1.5485472727633525
U101002,2,192,61,22,838,746,82.5,2,0.444,486.7,6,2,Low-frequency Browser,-1.6364045142522878,0.7910709028241022
U101003,10,656,125,84,4326,770,99.2,5,0.647,753.5,8,1,Content Creator,4.903739671191558,-0.9668351753560218
U101004,0,179,41,41,4124,901,64.9,5,0.417,475.7,4,0,Night Owl,-0.8012292759091163,0.23657070726410753
U101005,2,182,66,16,592,649,79.2,5,0.561,523.1,6,0,Night Owl,-1.2556622233759955,1.4525117125739164
U101006,9,484,107,58,1304,1080,59.3,5,0.412,471.2,5,1,Content Creator,2.3087612818123957,-1.6416817104428834
U101007,4,375,88,56,4326,672,71.2,2,0.616,1021.6,4,1,Content Creator,1.1060187400302843,0.2238169844040376
U101008,4,319,81,63,1649,1013,55.4,6,0.399,323.3,5,3,Interactive User,0.7444706483694639,-0.9573892380611271
U101009,2,237,51,45,2692,745,47.4,6,0.72,370.6,8,0,Night Owl,-0.5778536721870715,0.12631514367080424
U101010,0,196,44,15,1070,469,92.8,2,0.597,735.9,5,0,Night Owl,-2.1983719134516226,2.1781433064673807
U101011,6,457,129,42,840,1096,112.4,7,0.787,681.2,7,1,Content Creator,3.289889200972996,1.5462253050569952
U101012,4,400,105,50,2506,934,67.1,3,0.638,542.3,7,3,Interactive User,1.0679737161151488,-0.5462895535531115
U101013,2,324,85,38,933,789,49.3,1,0.418,649.9,10,0,Night Owl,-0.8809151800545674,-0.05402705880006538
U101014,2,139,27,6,310,114,49.0,2,0.429,499.2,10,2,Low-frequency Browser,-3.7911028680371586,0.796808871858305
U101015,1,232,25,32,743,474,58.6,3,0.802,450.5,8,2,Low-frequency Browser,-2.424131152206173,1.0944234517216256
U101016,1,158,58,39,771,876,58.7,4,0.096,501.9,18,0,Night Owl,-0.8786363207742917,1.0690414489378472
U101017,10,617,135,61,2198,735,53.9,4,0.256,527.7,10,1,Content Creator,3.0025698555705245,-2.5448735005080305
U101018,2,276,59,40,2570,693,79.0,3,0.935,651.7,4,0,Night Owl,-0.5402495307205819,1.123472536277851
U101019,3,239,46,65,3167,467,95.6,5,0.628,698.0,9,0,Night Owl,0.4539924682812181,1.5867672107270925
U101020,4,320,85,73,1411,982,67.0,5,0.316,476.85,8,3,Interactive User,1.1406368375951477,-0.36781163626230673
U101021,3,256,64,47,1321,647,68.0,5,0.456,280.8,12,0,Night Owl,-0.41093082149315224,0.1354641797409744
U101022,5,409,86,69,2016,1032,88.1,5,0.571,504.5,8,1,Content Creator,2.06624908494813,0.11342000992693188
U101023,5,386,74,40,2011,706,85.4,5,0.785,395.7,10,0,Night Owl,0.8495073241669158,0.4520135624679609
U101024,1,87,22,54,2980,1,37.3,1,0.748,20.0,7,2,Low-frequency Browser,-4.031639264044808,-1.4265237933574635
U101025,8,465,93,51,635,815,88.2,3,0.458,576.1,10,1,Content Creator,1.6580634442187407,-0.14171734529839325
U101026,0,18,15,30,765,340,36.7,1,0.59,474.0,8,2,Low-frequency Browser,-4.333208770384673,0.7448191789928214
U101027,4,331,70,50,744,817,76.8,5,0.659,726.2,14,0,Night Owl,0.9561581542992541,1.780377678382755
U101028,4,560,75,47,4449,905,67.3,3,0.56,477.3,10,3,Interactive User,1.5370406118678388,-1.11741821044916
U101029,4,392,85,69,4449,1191,69.3,5,0.11,338.2,8,3,Interactive User,2.0539837192071375,-1.7011241042178349
U101030,4,285,86,61,405,992,57.4,6,0.047,327.1,8,3,Interactive User,0.5399521547811864,-0.8359500087892201
U101031,5,369,75,64,4377,764,74.7,4,0.246,422.4,8,3,Interactive User,1.2851797805943246,-1.3320888655416967
U101032,4,294,68,17,979,367,56.0,3,0.268,427.1,5,2,Low-frequency Browser,-1.7997316908264247,-0.7380286978879669
U101033,8,611,145,84,3926,983,50.5,5,0.316,385.0,8,1,Content Creator,3.7986069330316456,-3.2548762696791926
U101034,2,90,58,0,941,624,82.1,3,0.894,459.7,5,2,Low-frequency Browser,-2.357240439720021,1.716891688614861
U101035,3,178,37,63,2774,534,31.5,3,1.0,216.7,1,2,Low-frequency Browser,-2.1116160486962903,-1.290855341387071
U101036,5,383,66,34,1389,919,78.6,6,0.339,613.5,5,0,Night Owl,0.8941771819583805,0.43374064570629506
U101037,2,158,62,47,634,455,27.4,3,0.331,164.6,2,2,Low-frequency Browser,-2.90328164029261,-1.8008308724733524
U101038,4,294,83,46,1353,666,84.2,6,0.395,591.5,12,0,Night Owl,0.9146374466449287,1.0889164672301817
U101039,4,375,93,81,3697,867,58.8,6,0.378,1021.6,1,1,Content Creator,2.2302855864762066,-0.04760364759231336
U101040,4,345,89,69,1738,638,68.3,2,0.62,347.9,9,3,Interactive User,0.11880707180317811,-0.8728030899077215
U101041,3,351,30,25,1660,706,80.2,6,0.771,450.7,14,0,Night Owl,-0.08632008998001567,1.7543044605574363
U101042,3,252,53,35,1372,563,104.3,5,0.885,594.8,3,0,Night Owl,-0.3720754004727059,1.961067073677361
U101043,6,500,109,52,1561,947,73.9,3,0.134,529.2,11,1,Content Creator,1.8319605250636548,-1.0990095520400027
U101044,2,290,74,36,1094,864,55.8,3,0.447,629.4,7,0,Night Owl,-0.6809142178850676,0.32408630982969827
U101045,3,205,68,28,678,421,60.0,3,0.326,600.4,13,0,Night Owl,-1.4156223474391254,0.7646584587360198
U101046,3,177,52,9,959,295,68.7,3,0.608,496.5,6,2,Low-frequency Browser,-2.4384254979639093,0.8125332740651031
U101047,6,329,71,63,472,1031,70.4,6,0.303,710.0,5,1,Content Creator,1.3718263536788542,0.42700930817590926
U101048,4,308,48,27,882,489,51.9,2,0.592,419.1,9,2,Low-frequency Browser,-1.7803320544175947,-0.20735194131536044
U101049,3,311,90,86,679,1011,69.7,5,0.455,538.3,14,1,Content Creator,1.5349024061247143,0.6165755130672418
U101050,1,189,14,10,418,296,69.6,3,0.444,449.1,11,2,Low-frequency Browser,-3.111640909089933,1.4754690419898637
U101051,4,308,89,58,3110,648,92.7,4,0.499,671.0,8,1,Content Creator,1.1808429408060301,0.5350669386428524
U101052,6,437,74,47,1312,904,80.1,4,0.794,518.0,7,0,Night Owl,1.123280861449041,0.2410283762577851
U101053,4,294,62,35,3840,812,90.8,7,0.323,477.1,11,1,Content Creator,1.2676661987422626,0.6606422015747168
U101054,4,478,81,60,4449,732,22.1,2,0.312,235.4,13,3,Interactive User,0.310341858080588,-3.109490579698552
U101055,6,486,77,46,2683,912,86.0,6,0.431,550.6,4,1,Content Creator,1.9627112361207968,-0.32467891140644095
U101056,4,336,64,62,2123,962,79.5,6,0.422,638.1,7,1,Content Creator,1.3752924329685186,0.6513495173280366
U101057,3,298,41,39,1545,898,81.0,5,0.528,418.5,8,0,Night Owl,-0.16134895957763776,0.8087171899801953
U101058,2,268,64,42,829,1011,74.6,4,0.372,600.4,13,0,Night Owl,0.08287046159076719,1.3111729583248097
U101059,4,355,76,74,998,1070,84.5,5,0.128,692.9,8,1,Content Creator,1.6723754517294125,0.5043933197766
U101060,4,195,58,28,716,230,72.6,4,0.237,467.4,10,2,Low-frequency Browser,-1.5866111357964887,0.45280590024420797
U101061,2,194,43,45,1378,1159,102.3,6,0.177,635.0,10,0,Night Owl,0.6354068815271287,2.1199879973911986
U101062,3,262,68,26,1555,613,66.2,3,0.23,225.3,4,2,Low-frequency Browser,-1.5732481630890494,-1.1275365574573144
U101063,3,320,51,21,827,880,93.2,6,0.144,538.4,9,0,Night Owl,0.11746526508573542,1.3017963129929762
U101064,8,521,112,58,1787,561,75.1,3,0.688,399.1,9,3,Interactive User,1.6696696666673756,-1.3489732810177608
U101065,9,574,91,75,3258,740,79.0,5,0.627,279.4,9,1,Content Creator,2.8592945767180953,-1.8470809369062704
U101066,5,381,109,75,2451,769,68.4,2,0.735,439.9,13,3,Interactive User,1.3611661507942625,-0.7351662738470066
U101067,4,287,69,29,638,1062,114.7,4,0.386,862.9,2,0,Night Owl,0.6996719041470986,2.0771491540391716
U101068,4,231,16,56,1207,735,104.5,6,0.851,730.2,5,0,Night Owl,0.21442273068004114,2.7310276062074896
U101069,8,409,85,57,2426,675,65.8,4,0.186,740.6,10,1,Content Creator,1.6748700708708855,-0.6764475768791326
U101070,0,121,32,26,1127,810,51.9,4,0.036,363.3,12,2,Low-frequency Browser,-2.2586150729777468,0.46680194492076804
U101071,1,86,16,14,718,470,68.2,3,0.709,738.9,13,0,Night Owl,-2.6414718640085235,2.8740421001608825
U101072,6,521,90,64,4449,1085,88.3,4,0.524,535.7,3,1,Content Creator,2.6924950290637786,-1.210295473978773
U101073,4,337,63,38,2973,806,36.5,2,0.555,413.1,9,3,Interactive User,-0.6943958147601086,-1.2858574533220593
U101074,2,216,38,23,1559,555,45.7,2,0.562,274.4,12,2,Low-frequency Browser,-2.463130872272176,-0.16728519353225677
U101075,2,101,8,49,524,436,99.3,5,0.844,749.7,1,0,Night Owl,-1.7088078223973409,2.971818086151539
U101076,2,254,57,34,684,815,92.1,6,0.551,616.0,5,0,Night Owl,-0.1450025589888246,1.8782005764965521
U101077,4,400,119,86,1753,1329,105.3,7,0.563,609.5,7,1,Content Creator,3.708857790607306,0.8751483466828094
U101078,5,332,63,66,2092,386,70.3,3,0.637,554.1,8,3,Interactive User,-0.0258575251459298,-0.13218620310961987
U101079,3,203,45,31,895,542,107.8,6,0.141,690.3,9,0,Night Owl,-0.23985481054949373,2.2128907222659984
U101080,4,436,74,47,3626,1148,112.5,5,0.691,717.6,7,1,Content Creator,2.514820792385798,1.3673072252322191
U101081,8,491,103,52,2683,862,66.1,5,0.665,320.8,7,3,Interactive User,2.046737167886624,-1.6018727775416743
U101082,8,590,125,96,4426,1000,65.6,5,0.408,426.8,13,1,Content Creator,4.286561439918014,-2.3078598624024775
U101083,2,352,57,88,3912,840,82.3,5,0.172,355.5,10,3,Interactive User,1.2939326813139373,-0.6639064770430315
U101084,1,256,60,45,2143,997,65.6,3,0.374,610.8,12,0,Night Owl,-0.24080645832326542,0.7953976196285136
U101085,4,416,78,76,1917,525,91.5,2,0.481,682.5,9,0,Night Owl,0.8999398985314117,0.25302986333910443
U101086,2,282,40,47,3002,559,56.3,2,0.206,233.7,8,2,Low-frequency Browser,-1.633844995428918,-1.4017347150705686
U101087,2,258,92,54,4449,1112,70.7,2,0.093,563.3,7,3,Interactive User,0.6644621935224372,-0.9897203051447313
U101088,3,368,78,71,813,1079,97.1,5,0.612,793.8,12,1,Content Creator,2.034912285896725,2.1076362662422237
U101089,1,154,48,13,1761,284,38.1,4,0.208,420.3,2,2,Low-frequency Browser,-3.1845724858624065,-0.6288898093639377
U101090,2,249,63,38,938,723,67.3,3,0.826,641.0,6,0,Night Owl,-0.9870586984487719,1.2125125263865064
U101091,3,392,107,38,4333,1077,91.8,4,0.691,686.0,6,1,Content Creator,1.9673719161145404,0.4234632573866351
U101092,4,315,109,67,1994,791,95.6,6,0.458,819.1,10,1,Content Creator,2.3089534935675404,1.4065348470065948
U101093,5,248,77,62,1524,712,77.5,4,0.11,649.8,9,0,Night Owl,0.5865377526321508,0.1265182634724253
U101094,3,502,65,74,4449,791,65.2,3,0.655,355.3,9,3,Interactive User,1.1574346325304594,-1.342765933093496
U101095,6,427,98,65,743,928,91.0,6,0.259,518.6,15,1,Content Creator,2.5348608505674943,0.45998454804362293
U101096,10,656,150,92,2432,1296,94.9,6,0.511,683.9,9,1,Content Creator,5.821413222982002,-0.9790867388046716
U101097,8,351,97,41,1109,674,102.7,5,0.161,645.7,12,1,Content Creator,1.855581887151615,0.5938814278869553
U101098,5,284,70,39,4449,828,105.8,6,0.421,578.4,6,1,Content Creator,1.599677392080277,0.6140154726065163
U101099,5,435,96,58,3052,877,94.2,6,0.263,637.3,9,1,Content Creator,2.5620270536616623,0.13232723661142745
U101100,7,425,97,59,1493,740,104.5,6,0.864,552.2,8,1,Content Creator,2.4120854182891422,0.9029790839887268
U101101,7,444,98,63,2907,513,75.9,5,0.31,421.1,4,3,Interactive User,1.5248405972993821,-1.680402694872281
U101102,3,183,21,39,1663,357,80.9,5,0.159,296.4,5,2,Low-frequency Browser,-1.8162453951176136,0.07618041792489245
U101103,4,300,82,33,1479,861,86.0,6,0.454,608.7,9,0,Night Owl,0.9095236939623327,1.1544182869171464
U101104,4,263,75,33,692,627,87.8,1,0.859,822.7,10,0,Night Owl,-0.4824766081953649,1.9200876541973828
U101105,3,229,78,82,1803,774,67.4,5,0.427,587.8,9,0,Night Owl,0.7325779880261225,0.34687425354355106
U101106,2,370,87,45,1034,722,57.9,2,0.558,463.3,9,3,Interactive User,-0.5698465642924012,-0.32323952808411777
U101107,3,358,56,49,2719,539,42.6,2,0.509,292.4,8,3,Interactive User,-1.1925633789364711,-1.5518860125065295
U101108,1,277,69,76,2375,1265,85.1,6,0.492,681.5,9,1,Content Creator,1.7363642304504514,1.4840975672537071
U101109,3,261,98,52,856,1018,113.4,6,0.195,763.3,14,1,Content Creator,2.041598697642302,2.3341634183878797
U101110,10,656,150,68,972,1089,119.2,6,0.75,743.8,10,1,Content Creator,5.338501795096665,0.575811106051567
U101111,3,299,76,43,1031,427,44.1,3,0.502,1021.6,12,0,Night Owl,-0.4764182536527137,1.2697562842270265
U101112,0,208,46,58,1102,704,73.9,2,0.579,569.4,6,0,Night Owl,-1.50971821001313,0.9985700449711725
U101113,1,233,20,69,1487,644,64.4,4,0.756,347.8,8,0,Night Owl,-1.318690488750023,0.6720670456629968
U101114,8,486,94,60,1334,750,67.0,5,0.637,582.6,7,1,Content Creator,1.9273274704424943,-0.5901517484769092
U101115,4,333,83,44,1238,780,79.6,4,0.734,557.0,8,0,Night Owl,0.45945968176695634,0.7363539839403446
U101116,6,538,101,92,2640,1002,82.2,6,0.647,572.1,7,1,Content Creator,3.449278881441554,-0.4997440114355903
U101117,4,302,80,36,1108,743,60.1,3,0.428,499.9,6,3,Interactive User,-0.5606121531718845,-0.37618399529923674
U101118,6,656,131,82,4449,1253,83.1,4,0.329,623.3,7,1,Content Creator,4.393013408675699,-1.8012477709737116
U101119,3,324,57,45,2350,314,60.7,2,0.425,324.3,3,2,Low-frequency Browser,-1.6682830229066024,-1.3555398224550685
U101120,6,496,86,47,3855,877,62.8,4,0.058,318.7,12,3,Interactive User,1.6360042024884078,-2.100553038583217
U101121,3,258,89,64,1132,738,69.8,5,0.144,711.5,4,0,Night Owl,0.4179376989415565,0.16340449220449207
U101122,3,307,77,43,355,763,81.4,3,0.353,631.3,5,0,Night Owl,-0.32767060427573924,0.5766180766786664
U101123,5,315,69,32,967,568,50.6,4,0.45,191.6,7,3,Interactive User,-1.079456406693317,-1.253987005723837
U101124,4,207,49,17,1027,512,48.7,5,0.349,172.8,4,2,Low-frequency Browser,-2.1383537370972903,-0.928222673424103
U101125,6,413,94,97,3957,837,49.6,3,0.363,332.9,9,3,Interactive User,1.7695291949642622,-2.610075983742031
U101126,5,345,52,57,2809,769,101.2,6,0.358,658.7,15,1,Content Creator,1.8785775362790975,1.4853952035322613
U101127,3,379,67,52,313,932,75.3,4,0.13,603.4,8,0,Night Owl,0.35185388858012684,0.3229923274683039
U101128,1,269,68,36,1437,602,81.4,3,0.544,531.7,7,0,Night Owl,-0.9922352631670313,0.864579830445107
U101129,2,232,74,56,1583,440,33.0,1,0.571,268.3,4,2,Low-frequency Browser,-2.3007707396405808,-1.7613612763193516
U101130,8,322,87,37,509,440,62.0,3,0.472,426.9,3,3,Interactive User,-0.5206031046530103,-1.2113195371023329
U101131,3,238,67,23,2493,642,43.6,3,0.464,455.6,3,2,Low-frequency Browser,-1.5933083134756862,-0.8953406083902692
U101132,7,534,74,38,3221,735,62.0,2,0.831,476.6,2,3,Interactive User,0.623037950394934,-1.5873461137427736
U101133,6,471,121,71,3527,950,79.1,6,0.332,491.7,8,1,Content Creator,3.143135115294428,-1.1997595046106184
U101134,2,278,61,55,3506,586,54.3,4,0.449,59.2,7,3,Interactive User,-0.9315152802917377,-1.7357497974671547
U101135,9,526,133,34,1499,998,64.5,6,0.491,293.5,7,1,Content Creator,2.503187629871768,-1.8297485134464055
U101136,8,548,101,97,1481,1373,45.3,4,0.28,259.2,4,3,Interactive User,2.666700427580714,-3.1722819796730324
U101137,5,429,92,47,1350,1057,83.1,4,0.638,606.2,7,1,Content Creator,1.5394212969194416,0.3697246413041487
U101138,7,457,108,64,603,953,88.5,4,0.749,553.2,9,1,Content Creator,2.2478078564532646,0.20075209501094743
U101139,5,443,101,48,2653,917,69.4,4,0.459,583.9,13,1,Content Creator,1.8206670095205326,-0.2571087177838601
U101140,4,550,92,96,4449,1274,79.4,6,0.417,340.1,4,1,Content Creator,3.417246770434198,-1.7788541944993865
U101141,2,174,33,16,458,383,31.0,1,0.485,5.0,5,2,Low-frequency Browser,-4.281309116448998,-1.5923764649849401
U101142,1,104,25,15,407,134,45.6,1,0.408,343.8,3,2,Low-frequency Browser,-4.632577124458889,-0.2283172903131064
U101143,4,239,53,53,720,491,45.8,3,0.551,108.5,6,2,Low-frequency Browser,-1.8993492180189704,-1.3758581529184988
U101144,2,240,59,60,744,1024,68.7,5,0.434,618.3,5,0,Night Owl,0.008157613337783308,0.8973857093885159
U101145,10,533,120,41,1771,689,62.2,5,0.686,232.9,4,3,Interactive User,1.812866063894212,-2.3509049500780597
U101146,7,423,115,75,1250,915,108.3,5,0.878,687.4,14,1,Content Creator,3.374688374622712,1.4728751123010975
